"Year","Month","SpeciesAuthor","MatrixPopulation","tmp","ppt","Lon","Lat"
1982,7,"Astragalus_scaphoides_2","Haynes Creek",17.7700004577637,35.1800003051758,-113.702,45.005
1982,8,"Astragalus_scaphoides_2","Haynes Creek",19.2849998474121,21.7099990844727,-113.702,45.005
1982,9,"Astragalus_scaphoides_2","Haynes Creek",12.8149995803833,49.1300010681152,-113.702,45.005
1982,10,"Astragalus_scaphoides_2","Haynes Creek",5.67999982833862,31.9500007629395,-113.702,45.005
1982,11,"Astragalus_scaphoides_2","Haynes Creek",-2.80999994277954,8.9399995803833,-113.702,45.005
1982,12,"Astragalus_scaphoides_2","Haynes Creek",-5.76500034332275,40.2900009155273,-113.702,45.005
1983,1,"Astragalus_scaphoides_2","Haynes Creek",-3.26999998092651,10.5299997329712,-113.702,45.005
1983,2,"Astragalus_scaphoides_2","Haynes Creek",-1.45999991893768,15.7700004577637,-113.702,45.005
1983,3,"Astragalus_scaphoides_2","Haynes Creek",2.02500009536743,28.5799999237061,-113.702,45.005
1983,4,"Astragalus_scaphoides_2","Haynes Creek",3.37000036239624,14.7799997329712,-113.702,45.005
1983,5,"Astragalus_scaphoides_2","Haynes Creek",8.84000015258789,19.0300006866455,-113.702,45.005
1983,6,"Astragalus_scaphoides_2","Haynes Creek",13.5299997329712,54.5900001525879,-113.702,45.005
1983,7,"Astragalus_scaphoides_2","Haynes Creek",17.1849994659424,57.3400001525879,-113.702,45.005
1983,8,"Astragalus_scaphoides_2","Haynes Creek",19.7049999237061,52.8600006103516,-113.702,45.005
1983,9,"Astragalus_scaphoides_2","Haynes Creek",12.5900001525879,24.75,-113.702,45.005
1983,10,"Astragalus_scaphoides_2","Haynes Creek",7.15999984741211,26.0100002288818,-113.702,45.005
1983,11,"Astragalus_scaphoides_2","Haynes Creek",-0.665000081062317,45.0099983215332,-113.702,45.005
1983,12,"Astragalus_scaphoides_2","Haynes Creek",-11.8600006103516,31.6100006103516,-113.702,45.005
1984,1,"Astragalus_scaphoides_2","Haynes Creek",-7.54500007629395,17.4799995422363,-113.702,45.005
1984,2,"Astragalus_scaphoides_2","Haynes Creek",-5.16499996185303,11.5500001907349,-113.702,45.005
1984,3,"Astragalus_scaphoides_2","Haynes Creek",-0.0949997901916504,30.75,-113.702,45.005
1984,4,"Astragalus_scaphoides_2","Haynes Creek",3.67999982833862,46.0200004577637,-113.702,45.005
1984,5,"Astragalus_scaphoides_2","Haynes Creek",8.65000057220459,52.5499992370605,-113.702,45.005
1984,6,"Astragalus_scaphoides_2","Haynes Creek",12.5650005340576,82.9300003051758,-113.702,45.005
1984,7,"Astragalus_scaphoides_2","Haynes Creek",18.8649997711182,34.5499992370605,-113.702,45.005
1984,8,"Astragalus_scaphoides_2","Haynes Creek",18.8899993896484,31.7999992370605,-113.702,45.005
1984,9,"Astragalus_scaphoides_2","Haynes Creek",11.4400005340576,22.0799999237061,-113.702,45.005
1984,10,"Astragalus_scaphoides_2","Haynes Creek",4.57000017166138,21.9799995422363,-113.702,45.005
1984,11,"Astragalus_scaphoides_2","Haynes Creek",-1.75,29.2800006866455,-113.702,45.005
1984,12,"Astragalus_scaphoides_2","Haynes Creek",-9.80000019073486,20.9799995422363,-113.702,45.005
1985,1,"Astragalus_scaphoides_2","Haynes Creek",-8.24499988555908,14.5600004196167,-113.702,45.005
1985,2,"Astragalus_scaphoides_2","Haynes Creek",-9.44000053405762,7.92000007629395,-113.702,45.005
1985,3,"Astragalus_scaphoides_2","Haynes Creek",-3.26999998092651,22.5300006866455,-113.702,45.005
1985,4,"Astragalus_scaphoides_2","Haynes Creek",6.48000049591064,7.48999977111816,-113.702,45.005
1985,5,"Astragalus_scaphoides_2","Haynes Creek",10.789999961853,50.9900016784668,-113.702,45.005
1985,6,"Astragalus_scaphoides_2","Haynes Creek",14.9249992370605,10.8500003814697,-113.702,45.005
1985,7,"Astragalus_scaphoides_2","Haynes Creek",21.0499992370605,23.3899993896484,-113.702,45.005
1985,8,"Astragalus_scaphoides_2","Haynes Creek",16.3999996185303,24.3099994659424,-113.702,45.005
1985,9,"Astragalus_scaphoides_2","Haynes Creek",10.2950000762939,58.9000015258789,-113.702,45.005
1985,10,"Astragalus_scaphoides_2","Haynes Creek",5.14499998092651,12.0699996948242,-113.702,45.005
1985,11,"Astragalus_scaphoides_2","Haynes Creek",-5.76000022888184,28.2399997711182,-113.702,45.005
1985,12,"Astragalus_scaphoides_2","Haynes Creek",-9.17500019073486,12.1400003433228,-113.702,45.005
1986,1,"Astragalus_scaphoides_2","Haynes Creek",-4.61500024795532,20.9500007629395,-113.702,45.005
1986,2,"Astragalus_scaphoides_2","Haynes Creek",-1.36500000953674,57.6500015258789,-113.702,45.005
1986,3,"Astragalus_scaphoides_2","Haynes Creek",4.19500017166138,16.9799995422363,-113.702,45.005
1986,4,"Astragalus_scaphoides_2","Haynes Creek",5.6850004196167,32.5200004577637,-113.702,45.005
1986,5,"Astragalus_scaphoides_2","Haynes Creek",9.89000034332275,37.5800018310547,-113.702,45.005
1986,6,"Astragalus_scaphoides_2","Haynes Creek",16.9899997711182,29.4300003051758,-113.702,45.005
1986,7,"Astragalus_scaphoides_2","Haynes Creek",16.9349994659424,32.8499984741211,-113.702,45.005
1986,8,"Astragalus_scaphoides_2","Haynes Creek",19.6949996948242,41.8600006103516,-113.702,45.005
1986,9,"Astragalus_scaphoides_2","Haynes Creek",9.80500030517578,53.9000015258789,-113.702,45.005
1986,10,"Astragalus_scaphoides_2","Haynes Creek",7.1399998664856,13.25,-113.702,45.005
1986,11,"Astragalus_scaphoides_2","Haynes Creek",-0.660000085830688,29.0599994659424,-113.702,45.005
1986,12,"Astragalus_scaphoides_2","Haynes Creek",-5.13000011444092,7.07999992370605,-113.702,45.005
1987,1,"Astragalus_scaphoides_2","Haynes Creek",-6.26999998092651,14.9899997711182,-113.702,45.005
1987,2,"Astragalus_scaphoides_2","Haynes Creek",-1.52499997615814,14.8800001144409,-113.702,45.005
1987,3,"Astragalus_scaphoides_2","Haynes Creek",1.41999983787537,21.4899997711182,-113.702,45.005
1987,4,"Astragalus_scaphoides_2","Haynes Creek",9.14000034332275,8.22999954223633,-113.702,45.005
1987,5,"Astragalus_scaphoides_2","Haynes Creek",11.9149990081787,67.5999984741211,-113.702,45.005
1987,6,"Astragalus_scaphoides_2","Haynes Creek",15.2849998474121,29.6700000762939,-113.702,45.005
1987,7,"Astragalus_scaphoides_2","Haynes Creek",17.0049991607666,65.370002746582,-113.702,45.005
1987,8,"Astragalus_scaphoides_2","Haynes Creek",16.2749996185303,24.2800006866455,-113.702,45.005
1987,9,"Astragalus_scaphoides_2","Haynes Creek",15.0499992370605,0.270000010728836,-113.702,45.005
1987,10,"Astragalus_scaphoides_2","Haynes Creek",8.67000007629395,0.200000002980232,-113.702,45.005
1987,11,"Astragalus_scaphoides_2","Haynes Creek",1.16499996185303,12.8400001525879,-113.702,45.005
1987,12,"Astragalus_scaphoides_2","Haynes Creek",-5.14999961853027,27.9099998474121,-113.702,45.005
1988,1,"Astragalus_scaphoides_2","Haynes Creek",-7.46000003814697,20.6800003051758,-113.702,45.005
1988,2,"Astragalus_scaphoides_2","Haynes Creek",-2.18999981880188,16.4400005340576,-113.702,45.005
1988,3,"Astragalus_scaphoides_2","Haynes Creek",0.565000057220459,18.2800006866455,-113.702,45.005
1988,4,"Astragalus_scaphoides_2","Haynes Creek",6.66499996185303,44.0299987792969,-113.702,45.005
1988,5,"Astragalus_scaphoides_2","Haynes Creek",10.1700000762939,48.6800003051758,-113.702,45.005
1988,6,"Astragalus_scaphoides_2","Haynes Creek",17.2749996185303,24.3899993896484,-113.702,45.005
1988,7,"Astragalus_scaphoides_2","Haynes Creek",20.3700008392334,1.35000002384186,-113.702,45.005
1988,8,"Astragalus_scaphoides_2","Haynes Creek",18.1749992370605,11.3000001907349,-113.702,45.005
1988,9,"Astragalus_scaphoides_2","Haynes Creek",12.5200004577637,6.07999992370605,-113.702,45.005
1988,10,"Astragalus_scaphoides_2","Haynes Creek",10.3999996185303,5.76999998092651,-113.702,45.005
1988,11,"Astragalus_scaphoides_2","Haynes Creek",-2.5,50.2200012207031,-113.702,45.005
1988,12,"Astragalus_scaphoides_2","Haynes Creek",-7.32500028610229,11.1999998092651,-113.702,45.005
1989,1,"Astragalus_scaphoides_2","Haynes Creek",-6.77999973297119,28.2700004577637,-113.702,45.005
1989,2,"Astragalus_scaphoides_2","Haynes Creek",-8.60000038146973,20.6800003051758,-113.702,45.005
1989,3,"Astragalus_scaphoides_2","Haynes Creek",0.110000133514404,34.4799995422363,-113.702,45.005
1989,4,"Astragalus_scaphoides_2","Haynes Creek",6.07000017166138,8.77000045776367,-113.702,45.005
1989,5,"Astragalus_scaphoides_2","Haynes Creek",8.82500076293945,38.6100006103516,-113.702,45.005
1989,6,"Astragalus_scaphoides_2","Haynes Creek",14.2049999237061,21.7299995422363,-113.702,45.005
1989,7,"Astragalus_scaphoides_2","Haynes Creek",20.1100006103516,19.1200008392334,-113.702,45.005
1989,8,"Astragalus_scaphoides_2","Haynes Creek",16.9449996948242,38.2999992370605,-113.702,45.005
1989,9,"Astragalus_scaphoides_2","Haynes Creek",12.6549997329712,16.5599994659424,-113.702,45.005
1989,10,"Astragalus_scaphoides_2","Haynes Creek",6.14000034332275,26.7999992370605,-113.702,45.005
1989,11,"Astragalus_scaphoides_2","Haynes Creek",0.0299999713897705,11.8999996185303,-113.702,45.005
1989,12,"Astragalus_scaphoides_2","Haynes Creek",-5.10000038146973,16.75,-113.702,45.005
1990,1,"Astragalus_scaphoides_2","Haynes Creek",-4.53999996185303,31.1200008392334,-113.702,45.005
1990,2,"Astragalus_scaphoides_2","Haynes Creek",-5.00999975204468,3.90000009536743,-113.702,45.005
1990,3,"Astragalus_scaphoides_2","Haynes Creek",0.579999923706055,18.8400001525879,-113.702,45.005
1990,4,"Astragalus_scaphoides_2","Haynes Creek",7.38000011444092,33.0900001525879,-113.702,45.005
1990,5,"Astragalus_scaphoides_2","Haynes Creek",7.84000015258789,47.9000015258789,-113.702,45.005
1990,6,"Astragalus_scaphoides_2","Haynes Creek",12.9950008392334,34.4900016784668,-113.702,45.005
1990,7,"Astragalus_scaphoides_2","Haynes Creek",18.6399993896484,27.9500007629395,-113.702,45.005
1990,8,"Astragalus_scaphoides_2","Haynes Creek",18.0799999237061,53.0200004577637,-113.702,45.005
1990,9,"Astragalus_scaphoides_2","Haynes Creek",16.060001373291,8.52999973297119,-113.702,45.005
1990,10,"Astragalus_scaphoides_2","Haynes Creek",5.34500026702881,20.1399993896484,-113.702,45.005
1990,11,"Astragalus_scaphoides_2","Haynes Creek",0.0199999809265137,21.25,-113.702,45.005
1990,12,"Astragalus_scaphoides_2","Haynes Creek",-11.7200002670288,23.0900001525879,-113.702,45.005
1991,1,"Astragalus_scaphoides_2","Haynes Creek",-7.95000028610229,13.6000003814697,-113.702,45.005
1991,2,"Astragalus_scaphoides_2","Haynes Creek",0.130000114440918,7.23000001907349,-113.702,45.005
1991,3,"Astragalus_scaphoides_2","Haynes Creek",0.0449998378753662,34.2000007629395,-113.702,45.005
1991,4,"Astragalus_scaphoides_2","Haynes Creek",3.89000010490417,32.810001373291,-113.702,45.005
1991,5,"Astragalus_scaphoides_2","Haynes Creek",7.71000003814697,52.5699996948242,-113.702,45.005
1991,6,"Astragalus_scaphoides_2","Haynes Creek",12.6549997329712,60.0800018310547,-113.702,45.005
1991,7,"Astragalus_scaphoides_2","Haynes Creek",18.8549995422363,6.96000003814697,-113.702,45.005
1991,8,"Astragalus_scaphoides_2","Haynes Creek",20.25,15.5900001525879,-113.702,45.005
1991,9,"Astragalus_scaphoides_2","Haynes Creek",14.2700004577637,21.9899997711182,-113.702,45.005
1991,10,"Astragalus_scaphoides_2","Haynes Creek",5.95499992370605,26.8299999237061,-113.702,45.005
1991,11,"Astragalus_scaphoides_2","Haynes Creek",-3.31500005722046,65.1600036621094,-113.702,45.005
1991,12,"Astragalus_scaphoides_2","Haynes Creek",-5.76000022888184,16.7199993133545,-113.702,45.005
1992,1,"Astragalus_scaphoides_2","Haynes Creek",-5.56500005722046,6.07000017166138,-113.702,45.005
1992,2,"Astragalus_scaphoides_2","Haynes Creek",-0.755000114440918,15.5799999237061,-113.702,45.005
1992,3,"Astragalus_scaphoides_2","Haynes Creek",4.11499977111816,9.22000026702881,-113.702,45.005
1992,4,"Astragalus_scaphoides_2","Haynes Creek",6.96499967575073,18.6299991607666,-113.702,45.005
1992,5,"Astragalus_scaphoides_2","Haynes Creek",11.789999961853,14.3599996566772,-113.702,45.005
1992,6,"Astragalus_scaphoides_2","Haynes Creek",15.5600004196167,71.5599975585938,-113.702,45.005
1992,7,"Astragalus_scaphoides_2","Haynes Creek",16.1650009155273,35.7799987792969,-113.702,45.005
1992,8,"Astragalus_scaphoides_2","Haynes Creek",18.4599990844727,3.39000010490417,-113.702,45.005
1992,9,"Astragalus_scaphoides_2","Haynes Creek",11.75,17.5599994659424,-113.702,45.005
1992,10,"Astragalus_scaphoides_2","Haynes Creek",8.44499969482422,37.1199989318848,-113.702,45.005
1992,11,"Astragalus_scaphoides_2","Haynes Creek",-3.57500004768372,23.9099998474121,-113.702,45.005
1992,12,"Astragalus_scaphoides_2","Haynes Creek",-8.21000003814697,35.7700004577637,-113.702,45.005
1993,1,"Astragalus_scaphoides_2","Haynes Creek",-9.76000022888184,17.5499992370605,-113.702,45.005
1993,2,"Astragalus_scaphoides_2","Haynes Creek",-6.77499961853027,13.9899997711182,-113.702,45.005
1993,3,"Astragalus_scaphoides_2","Haynes Creek",2.20499992370605,33.9300003051758,-113.702,45.005
1993,4,"Astragalus_scaphoides_2","Haynes Creek",4.06999969482422,38.2900009155273,-113.702,45.005
1993,5,"Astragalus_scaphoides_2","Haynes Creek",11.8649997711182,29.8799991607666,-113.702,45.005
1993,6,"Astragalus_scaphoides_2","Haynes Creek",11.9400005340576,82.5,-113.702,45.005
1993,7,"Astragalus_scaphoides_2","Haynes Creek",13.1849994659424,57.5999984741211,-113.702,45.005
1993,8,"Astragalus_scaphoides_2","Haynes Creek",15.125,40.1699981689453,-113.702,45.005
1993,9,"Astragalus_scaphoides_2","Haynes Creek",12.4049997329712,3.05999994277954,-113.702,45.005
1993,10,"Astragalus_scaphoides_2","Haynes Creek",6.875,18.3999996185303,-113.702,45.005
1993,11,"Astragalus_scaphoides_2","Haynes Creek",-3.96499967575073,9.23999977111816,-113.702,45.005
1993,12,"Astragalus_scaphoides_2","Haynes Creek",-5.94000005722046,13.3999996185303,-113.702,45.005
1994,1,"Astragalus_scaphoides_2","Haynes Creek",-3.85999989509583,24.3999996185303,-113.702,45.005
1994,2,"Astragalus_scaphoides_2","Haynes Creek",-5.48000001907349,33.1500015258789,-113.702,45.005
1994,3,"Astragalus_scaphoides_2","Haynes Creek",1.67999982833862,6.98999977111816,-113.702,45.005
1994,4,"Astragalus_scaphoides_2","Haynes Creek",6.44499969482422,25.9899997711182,-113.702,45.005
1994,5,"Astragalus_scaphoides_2","Haynes Creek",11.335000038147,42.1199989318848,-113.702,45.005
1994,6,"Astragalus_scaphoides_2","Haynes Creek",14.2550001144409,23.1100006103516,-113.702,45.005
1994,7,"Astragalus_scaphoides_2","Haynes Creek",18.5900001525879,19.4500007629395,-113.702,45.005
1994,8,"Astragalus_scaphoides_2","Haynes Creek",19.3500003814697,8.60000038146973,-113.702,45.005
1994,9,"Astragalus_scaphoides_2","Haynes Creek",14.9050006866455,2.73000001907349,-113.702,45.005
1994,10,"Astragalus_scaphoides_2","Haynes Creek",5.3899998664856,27.7900009155273,-113.702,45.005
1994,11,"Astragalus_scaphoides_2","Haynes Creek",-4.48999977111816,34.6100006103516,-113.702,45.005
1994,12,"Astragalus_scaphoides_2","Haynes Creek",-5.51000022888184,26.4400005340576,-113.702,45.005
1995,1,"Astragalus_scaphoides_2","Haynes Creek",-6.98000001907349,28.5699996948242,-113.702,45.005
1995,2,"Astragalus_scaphoides_2","Haynes Creek",-0.634999990463257,10.5299997329712,-113.702,45.005
1995,3,"Astragalus_scaphoides_2","Haynes Creek",-0.0600001811981201,41.6699981689453,-113.702,45.005
1995,4,"Astragalus_scaphoides_2","Haynes Creek",3.91499996185303,41.4300003051758,-113.702,45.005
1995,5,"Astragalus_scaphoides_2","Haynes Creek",8.23999977111816,77.0800018310547,-113.702,45.005
1995,6,"Astragalus_scaphoides_2","Haynes Creek",12.3199996948242,70.6399993896484,-113.702,45.005
1995,7,"Astragalus_scaphoides_2","Haynes Creek",17.6800003051758,44.0699996948242,-113.702,45.005
1995,8,"Astragalus_scaphoides_2","Haynes Creek",17.6300010681152,10.6300001144409,-113.702,45.005
1995,9,"Astragalus_scaphoides_2","Haynes Creek",13.789999961853,24.7099990844727,-113.702,45.005
1995,10,"Astragalus_scaphoides_2","Haynes Creek",4.16999959945679,23.0400009155273,-113.702,45.005
1995,11,"Astragalus_scaphoides_2","Haynes Creek",0.370000004768372,41.8300018310547,-113.702,45.005
1995,12,"Astragalus_scaphoides_2","Haynes Creek",-4.65500020980835,35.8300018310547,-113.702,45.005
1996,1,"Astragalus_scaphoides_2","Haynes Creek",-6.34999990463257,39.7000007629395,-113.702,45.005
1996,2,"Astragalus_scaphoides_2","Haynes Creek",-5.02500009536743,24.1700000762939,-113.702,45.005
1996,3,"Astragalus_scaphoides_2","Haynes Creek",-0.105000019073486,38.7599983215332,-113.702,45.005
1996,4,"Astragalus_scaphoides_2","Haynes Creek",5.0149998664856,32.2799987792969,-113.702,45.005
1996,5,"Astragalus_scaphoides_2","Haynes Creek",7.42000007629395,47.439998626709,-113.702,45.005
1996,6,"Astragalus_scaphoides_2","Haynes Creek",14.4799995422363,17.2399997711182,-113.702,45.005
1996,7,"Astragalus_scaphoides_2","Haynes Creek",19.3850002288818,5.73999977111816,-113.702,45.005
1996,8,"Astragalus_scaphoides_2","Haynes Creek",18.4799995422363,7.17999982833862,-113.702,45.005
1996,9,"Astragalus_scaphoides_2","Haynes Creek",11.6849994659424,5.8899998664856,-113.702,45.005
1996,10,"Astragalus_scaphoides_2","Haynes Creek",6.13499975204468,23.0100002288818,-113.702,45.005
1996,11,"Astragalus_scaphoides_2","Haynes Creek",-0.184999942779541,33.5299987792969,-113.702,45.005
1996,12,"Astragalus_scaphoides_2","Haynes Creek",-5.30999994277954,46.9500007629395,-113.702,45.005
1997,1,"Astragalus_scaphoides_2","Haynes Creek",-6.6850004196167,49.8199996948242,-113.702,45.005
1997,2,"Astragalus_scaphoides_2","Haynes Creek",-3.96500015258789,21.6800003051758,-113.702,45.005
1997,3,"Astragalus_scaphoides_2","Haynes Creek",0.819999933242798,17.6900005340576,-113.702,45.005
1997,4,"Astragalus_scaphoides_2","Haynes Creek",2.83500003814697,37.3499984741211,-113.702,45.005
1997,5,"Astragalus_scaphoides_2","Haynes Creek",10.6999998092651,23.1000003814697,-113.702,45.005
1997,6,"Astragalus_scaphoides_2","Haynes Creek",14.2749996185303,66,-113.702,45.005
1997,7,"Astragalus_scaphoides_2","Haynes Creek",17.2199993133545,30.4599990844727,-113.702,45.005
1997,8,"Astragalus_scaphoides_2","Haynes Creek",17.8199996948242,28.6900005340576,-113.702,45.005
1997,9,"Astragalus_scaphoides_2","Haynes Creek",13.6199998855591,34.3699989318848,-113.702,45.005
1997,10,"Astragalus_scaphoides_2","Haynes Creek",5.65500020980835,50.2599983215332,-113.702,45.005
1997,11,"Astragalus_scaphoides_2","Haynes Creek",-0.440000057220459,18.0400009155273,-113.702,45.005
1997,12,"Astragalus_scaphoides_2","Haynes Creek",-7.00500011444092,13.6300001144409,-113.702,45.005
1998,1,"Astragalus_scaphoides_2","Haynes Creek",-4.21500015258789,44.8199996948242,-113.702,45.005
1998,2,"Astragalus_scaphoides_2","Haynes Creek",-3.28000020980835,17.1399993896484,-113.702,45.005
1998,3,"Astragalus_scaphoides_2","Haynes Creek",0.289999961853027,11.3199996948242,-113.702,45.005
1998,4,"Astragalus_scaphoides_2","Haynes Creek",5.13500022888184,40.4700012207031,-113.702,45.005
1998,5,"Astragalus_scaphoides_2","Haynes Creek",10.1800003051758,56.2099990844727,-113.702,45.005
1998,6,"Astragalus_scaphoides_2","Haynes Creek",11.0450000762939,62.1300010681152,-113.702,45.005
1998,7,"Astragalus_scaphoides_2","Haynes Creek",20.6350002288818,37.8600006103516,-113.702,45.005
1998,8,"Astragalus_scaphoides_2","Haynes Creek",19.4599990844727,11.2799997329712,-113.702,45.005
1998,9,"Astragalus_scaphoides_2","Haynes Creek",15.8150005340576,29.7299995422363,-113.702,45.005
1998,10,"Astragalus_scaphoides_2","Haynes Creek",6.09999990463257,11.0600004196167,-113.702,45.005
1998,11,"Astragalus_scaphoides_2","Haynes Creek",0.879999995231628,32.2599983215332,-113.702,45.005
1998,12,"Astragalus_scaphoides_2","Haynes Creek",-6.90499973297119,36.7599983215332,-113.702,45.005
1999,1,"Astragalus_scaphoides_2","Haynes Creek",-3.53999996185303,31.1499996185303,-113.702,45.005
1999,2,"Astragalus_scaphoides_2","Haynes Creek",-3.81500005722046,25.9099998474121,-113.702,45.005
1999,3,"Astragalus_scaphoides_2","Haynes Creek",0.695000171661377,20.6800003051758,-113.702,45.005
1999,4,"Astragalus_scaphoides_2","Haynes Creek",3.38500022888184,15.9799995422363,-113.702,45.005
1999,5,"Astragalus_scaphoides_2","Haynes Creek",8.38500022888184,35.5499992370605,-113.702,45.005
1999,6,"Astragalus_scaphoides_2","Haynes Creek",12.7800006866455,35.7200012207031,-113.702,45.005
1999,7,"Astragalus_scaphoides_2","Haynes Creek",18.2449989318848,0,-113.702,45.005
1999,8,"Astragalus_scaphoides_2","Haynes Creek",18.9850006103516,20.9799995422363,-113.702,45.005
1999,9,"Astragalus_scaphoides_2","Haynes Creek",12.3500003814697,7.53000020980835,-113.702,45.005
1999,10,"Astragalus_scaphoides_2","Haynes Creek",8.40499973297119,7,-113.702,45.005
1999,11,"Astragalus_scaphoides_2","Haynes Creek",2.91000008583069,16.8199996948242,-113.702,45.005
1999,12,"Astragalus_scaphoides_2","Haynes Creek",-4.11999988555908,22.8500003814697,-113.702,45.005
2000,1,"Astragalus_scaphoides_2","Haynes Creek",-5.7350001335144,41.7900009155273,-113.702,45.005
2000,2,"Astragalus_scaphoides_2","Haynes Creek",-1.29000008106232,21.5400009155273,-113.702,45.005
2000,3,"Astragalus_scaphoides_2","Haynes Creek",1.26999998092651,16.2700004577637,-113.702,45.005
2000,4,"Astragalus_scaphoides_2","Haynes Creek",7.14000034332275,15.2399997711182,-113.702,45.005
2000,5,"Astragalus_scaphoides_2","Haynes Creek",9.88000011444092,29.9400005340576,-113.702,45.005
2000,6,"Astragalus_scaphoides_2","Haynes Creek",14.5600004196167,9.59000015258789,-113.702,45.005
2000,7,"Astragalus_scaphoides_2","Haynes Creek",19.3250007629395,7.15000009536743,-113.702,45.005
2000,8,"Astragalus_scaphoides_2","Haynes Creek",19.2649993896484,7.96000003814697,-113.702,45.005
2000,9,"Astragalus_scaphoides_2","Haynes Creek",11.8999996185303,25.1499996185303,-113.702,45.005
2000,10,"Astragalus_scaphoides_2","Haynes Creek",6.54499959945679,57.0200004577637,-113.702,45.005
2000,11,"Astragalus_scaphoides_2","Haynes Creek",-4.93499994277954,29.1000003814697,-113.702,45.005
2000,12,"Astragalus_scaphoides_2","Haynes Creek",-5.86999988555908,13.3400001525879,-113.702,45.005
2001,1,"Astragalus_scaphoides_2","Haynes Creek",-6.16499996185303,13.5,-113.702,45.005
2001,2,"Astragalus_scaphoides_2","Haynes Creek",-4.79999971389771,14.6300001144409,-113.702,45.005
2001,3,"Astragalus_scaphoides_2","Haynes Creek",1.80499994754791,20.7199993133545,-113.702,45.005
2001,4,"Astragalus_scaphoides_2","Haynes Creek",4.41499996185303,46.25,-113.702,45.005
2001,5,"Astragalus_scaphoides_2","Haynes Creek",11.0600004196167,12.6999998092651,-113.702,45.005
2001,6,"Astragalus_scaphoides_2","Haynes Creek",14.1350002288818,36.5699996948242,-113.702,45.005
2001,7,"Astragalus_scaphoides_2","Haynes Creek",19.1500015258789,28.5,-113.702,45.005
2001,8,"Astragalus_scaphoides_2","Haynes Creek",20.0249996185303,3.53999996185303,-113.702,45.005
2001,9,"Astragalus_scaphoides_2","Haynes Creek",15.6800003051758,33.7000007629395,-113.702,45.005
2001,10,"Astragalus_scaphoides_2","Haynes Creek",6.85500001907349,22.1800003051758,-113.702,45.005
2001,11,"Astragalus_scaphoides_2","Haynes Creek",2.21000003814697,16.2199993133545,-113.702,45.005
2001,12,"Astragalus_scaphoides_2","Haynes Creek",-7.08500003814697,22.3799991607666,-113.702,45.005
2002,1,"Astragalus_scaphoides_2","Haynes Creek",-5.83500003814697,21.5,-113.702,45.005
2002,2,"Astragalus_scaphoides_2","Haynes Creek",-4.40000009536743,11.0200004577637,-113.702,45.005
2002,3,"Astragalus_scaphoides_2","Haynes Creek",-1.23000001907349,20.3299999237061,-113.702,45.005
2002,4,"Astragalus_scaphoides_2","Haynes Creek",4.79499959945679,30.9799995422363,-113.702,45.005
2002,5,"Astragalus_scaphoides_2","Haynes Creek",9.01000022888184,31.5599994659424,-113.702,45.005
2002,6,"Astragalus_scaphoides_2","Haynes Creek",14.585000038147,43.3300018310547,-113.702,45.005
2002,7,"Astragalus_scaphoides_2","Haynes Creek",20.5300006866455,14.3500003814697,-113.702,45.005
2002,8,"Astragalus_scaphoides_2","Haynes Creek",16.5550003051758,22.1800003051758,-113.702,45.005
2002,9,"Astragalus_scaphoides_2","Haynes Creek",13.7649993896484,14.5,-113.702,45.005
2002,10,"Astragalus_scaphoides_2","Haynes Creek",4.69000005722046,6.05999994277954,-113.702,45.005
